"jurisdiction","age_group","year","population"
"Oklahoma","0-24",2010,1303044
"Oklahoma","0-24",2011,1312294
"Oklahoma","0-24",2012,1323166
"Oklahoma","0-24",2013,1334360
"Oklahoma","0-24",2014,1339258
"Oklahoma","0-24",2015,1344548
"Oklahoma","0-24",2016,1341035
"Oklahoma","0-24",2017,1331971
"Oklahoma","0-24",2018,1327296
"Oklahoma","0-24",2019,1325927
"Oklahoma","0-24",2020,1331969
"Oklahoma","0-24",2021,1337144
"Oklahoma","0-24",2022,1340244
"Oklahoma","0-24",2023,1343344
"Oklahoma","25-44",2010,955833
"Oklahoma","25-44",2011,964120
"Oklahoma","25-44",2012,974272
"Oklahoma","25-44",2013,986352
"Oklahoma","25-44",2014,996113
"Oklahoma","25-44",2015,1008047
"Oklahoma","25-44",2016,1015876
"Oklahoma","25-44",2017,1019820
"Oklahoma","25-44",2018,1024708
"Oklahoma","25-44",2019,1032681
"Oklahoma","25-44",2020,1034182
"Oklahoma","25-44",2021,1045408
"Oklahoma","25-44",2022,1053551
"Oklahoma","25-44",2023,1061694
"Oklahoma","45-64",2010,967358
"Oklahoma","45-64",2011,972350
"Oklahoma","45-64",2012,966021
"Oklahoma","45-64",2013,964257
"Oklahoma","45-64",2014,962748
"Oklahoma","45-64",2015,964384
"Oklahoma","45-64",2016,963838
"Oklahoma","45-64",2017,959454
"Oklahoma","45-64",2018,952905
"Oklahoma","45-64",2019,946126
"Oklahoma","45-64",2020,945681
"Oklahoma","45-64",2021,940480
"Oklahoma","45-64",2022,938037
"Oklahoma","45-64",2023,935593
"Oklahoma","65-74",2010,281797
"Oklahoma","65-74",2011,286387
"Oklahoma","65-74",2012,301750
"Oklahoma","65-74",2013,312405
"Oklahoma","65-74",2014,322054
"Oklahoma","65-74",2015,331622
"Oklahoma","65-74",2016,341563
"Oklahoma","65-74",2017,350486
"Oklahoma","65-74",2018,358638
"Oklahoma","65-74",2019,368854
"Oklahoma","65-74",2020,376868
"Oklahoma","65-74",2021,388432
"Oklahoma","65-74",2022,398126
"Oklahoma","65-74",2023,407820
"Oklahoma","75-84",2010,164809
"Oklahoma","75-84",2011,165685
"Oklahoma","75-84",2012,166697
"Oklahoma","75-84",2013,168785
"Oklahoma","75-84",2014,171473
"Oklahoma","75-84",2015,173795
"Oklahoma","75-84",2016,176906
"Oklahoma","75-84",2017,180936
"Oklahoma","75-84",2018,186978
"Oklahoma","75-84",2019,193122
"Oklahoma","75-84",2020,187758
"Oklahoma","75-84",2021,189996
"Oklahoma","75-84",2022,192286
"Oklahoma","75-84",2023,194575
"Oklahoma","85+",2010,62509
"Oklahoma","85+",2011,63703
"Oklahoma","85+",2012,65407
"Oklahoma","85+",2013,66486
"Oklahoma","85+",2014,67697
"Oklahoma","85+",2015,69331
"Oklahoma","85+",2016,70797
"Oklahoma","85+",2017,72121
"Oklahoma","85+",2018,73219
"Oklahoma","85+",2019,74223
"Oklahoma","85+",2020,66949
"Oklahoma","85+",2021,66283
"Oklahoma","85+",2022,66626
"Oklahoma","85+",2023,66969
"Oregon","all",2010,3834467
"Oregon","all",2011,3869400
"Oregon","all",2012,3897463
"Oregon","all",2013,3921615
"Oregon","all",2014,3962591
"Oregon","all",2015,4015841
"Oregon","all",2016,4090843
"Oregon","all",2017,4144830
"Oregon","all",2018,4180959
"Oregon","all",2019,4213537
"Oregon","all",2020,4240082
"Oregon","all",2021,4244669
"Oregon","all",2022,4281960
"Oregon","all",2023,4319251
"Oregon","0-24",2010,1224533
"Oregon","0-24",2011,1227476
"Oregon","0-24",2012,1226541
"Oregon","0-24",2013,1222757
"Oregon","0-24",2014,1225245
"Oregon","0-24",2015,1226507
"Oregon","0-24",2016,1234807
"Oregon","0-24",2017,1236473
"Oregon","0-24",2018,1232989
"Oregon","0-24",2019,1227447
"Oregon","0-24",2020,1231623
"Oregon","0-24",2021,1218949
"Oregon","0-24",2022,1218441
"Oregon","0-24",2023,1217934
"Oregon","25-44",2010,1022650
"Oregon","25-44",2011,1032336
"Oregon","25-44",2012,1040360
"Oregon","25-44",2013,1047717
"Oregon","25-44",2014,1060162
"Oregon","25-44",2015,1079919
"Oregon","25-44",2016,1111780
"Oregon","25-44",2017,1137148
"Oregon","25-44",2018,1155510
"Oregon","25-44",2019,1172622
"Oregon","25-44",2020,1184349
"Oregon","25-44",2021,1189654
"Oregon","25-44",2022,1204836
"Oregon","25-44",2023,1220018
"Oregon","45-64",2010,1050425
"Oregon","45-64",2011,1058689
"Oregon","45-64",2012,1051971
"Oregon","45-64",2013,1048541
"Oregon","45-64",2014,1049044
"Oregon","45-64",2015,1055101
"Oregon","45-64",2016,1062489
"Oregon","45-64",2017,1062317
"Oregon","45-64",2018,1055966
"Oregon","45-64",2019,1049074
"Oregon","45-64",2020,1055498
"Oregon","45-64",2021,1047687
"Oregon","45-64",2022,1047438
"Oregon","45-64",2023,1047189
"Oregon","65-74",2010,292910
"Oregon","65-74",2011,305046
"Oregon","65-74",2012,329951
"Oregon","65-74",2013,350679
"Oregon","65-74",2014,371251
"Oregon","65-74",2015,391968
"Oregon","65-74",2016,412680
"Oregon","65-74",2017,431810
"Oregon","65-74",2018,446959
"Oregon","65-74",2019,463361
"Oregon","65-74",2020,476286
"Oregon","65-74",2021,489637
"Oregon","65-74",2022,507521
"Oregon","65-74",2023,525406
"Oregon","75-84",2010,165576
"Oregon","75-84",2011,165917
"Oregon","75-84",2012,167429
"Oregon","75-84",2013,169917
"Oregon","75-84",2014,174246
"Oregon","75-84",2015,179031
"Oregon","75-84",2016,185253
"Oregon","75-84",2017,193283
"Oregon","75-84",2018,205353
"Oregon","75-84",2019,216542
"Oregon","75-84",2020,216632
"Oregon","75-84",2021,224253
"Oregon","75-84",2022,229587
"Oregon","75-84",2023,234922
"Oregon","85+",2010,78373
"Oregon","85+",2011,79936
"Oregon","85+",2012,81211
"Oregon","85+",2013,82004
"Oregon","85+",2014,82643
"Oregon","85+",2015,83315
"Oregon","85+",2016,83834
"Oregon","85+",2017,83799
"Oregon","85+",2018,84182
"Oregon","85+",2019,84491
"Oregon","85+",2020,75694
"Oregon","85+",2021,74489
"Oregon","85+",2022,74136
"Oregon","85+",2023,73783
"Pennsylvania","all",2010,12701356
"Pennsylvania","all",2011,12739009
"Pennsylvania","all",2012,12761847
"Pennsylvania","all",2013,12771254
"Pennsylvania","all",2014,12785624
"Pennsylvania","all",2015,12783889
"Pennsylvania","all",2016,12782510
"Pennsylvania","all",2017,12788790
"Pennsylvania","all",2018,12802729
"Pennsylvania","all",2019,12792505
"Pennsylvania","all",2020,12986858
"Pennsylvania","all",2021,12961288
"Pennsylvania","all",2022,12984918
"Pennsylvania","all",2023,13008548
"Pennsylvania","0-24",2010,4047530
"Pennsylvania","0-24",2011,4033664
"Pennsylvania","0-24",2012,4008663
"Pennsylvania","0-24",2013,3976830
"Pennsylvania","0-24",2014,3943327
"Pennsylvania","0-24",2015,3903434
"Pennsylvania","0-24",2016,3867061
"Pennsylvania","0-24",2017,3835727
"Pennsylvania","0-24",2018,3810333
"Pennsylvania","0-24",2019,3772731
"Pennsylvania","0-24",2020,3837451
"Pennsylvania","0-24",2021,3807672
"Pennsylvania","0-24",2022,3785867
"Pennsylvania","0-24",2023,3764061
"Pennsylvania","25-44",2010,3119445
"Pennsylvania","25-44",2011,3120453
"Pennsylvania","25-44",2012,3123996
"Pennsylvania","25-44",2013,3130959
"Pennsylvania","25-44",2014,3141346
"Pennsylvania","25-44",2015,3145847
"Pennsylvania","25-44",2016,3149143
"Pennsylvania","25-44",2017,3167446
"Pennsylvania","25-44",2018,3195405
"Pennsylvania","25-44",2019,3218004
"Pennsylvania","25-44",2020,3287963
"Pennsylvania","25-44",2021,3306729
"Pennsylvania","25-44",2022,3323755
"Pennsylvania","25-44",2023,3340781
"Pennsylvania","45-64",2010,3571528
"Pennsylvania","45-64",2011,3606559
"Pennsylvania","45-64",2012,3587922
"Pennsylvania","45-64",2013,3576012
"Pennsylvania","45-64",2014,3566042
"Pennsylvania","45-64",2015,3557492
"Pennsylvania","45-64",2016,3539488
"Pennsylvania","45-64",2017,3506659
"Pennsylvania","45-64",2018,3462043
"Pennsylvania","45-64",2019,3407599
"Pennsylvania","45-64",2020,3444335
"Pennsylvania","45-64",2021,3382433
"Pennsylvania","45-64",2022,3365243
"Pennsylvania","45-64",2023,3348052
"Pennsylvania","65-74",2010,982695
"Pennsylvania","65-74",2011,999659
"Pennsylvania","65-74",2012,1062324
"Pennsylvania","65-74",2013,1108684
"Pennsylvania","65-74",2014,1152854
"Pennsylvania","65-74",2015,1194929
"Pennsylvania","65-74",2016,1237637
"Pennsylvania","65-74",2017,1278528
"Pennsylvania","65-74",2018,1311248
"Pennsylvania","65-74",2019,1354841
"Pennsylvania","65-74",2020,1419283
"Pennsylvania","65-74",2021,1465176
"Pennsylvania","65-74",2022,1509038
"Pennsylvania","65-74",2023,1552900
"Pennsylvania","75-84",2010,671820
"Pennsylvania","75-84",2011,663479
"Pennsylvania","75-84",2012,656039
"Pennsylvania","75-84",2013,651273
"Pennsylvania","75-84",2014,650616
"Pennsylvania","75-84",2015,648692
"Pennsylvania","75-84",2016,652920
"Pennsylvania","75-84",2017,664587
"Pennsylvania","75-84",2018,689831
"Pennsylvania","75-84",2019,708002
"Pennsylvania","75-84",2020,697904
"Pennsylvania","75-84",2021,706858
"Pennsylvania","75-84",2022,710043
"Pennsylvania","75-84",2023,713229
"Pennsylvania","85+",2010,308338
"Pennsylvania","85+",2011,315195
"Pennsylvania","85+",2012,322903
"Pennsylvania","85+",2013,327496
"Pennsylvania","85+",2014,331439
"Pennsylvania","85+",2015,333495
"Pennsylvania","85+",2016,336261
"Pennsylvania","85+",2017,335843
"Pennsylvania","85+",2018,333869
"Pennsylvania","85+",2019,331328
"Pennsylvania","85+",2020,299922
"Pennsylvania","85+",2021,292420
"Pennsylvania","85+",2022,290973
"Pennsylvania","85+",2023,289526
"Rhode Island","all",2010,1050160
"Rhode Island","all",2011,1049345
"Rhode Island","all",2012,1050947
"Rhode Island","all",2013,1051385
"Rhode Island","all",2014,1052478
"Rhode Island","all",2015,1052645
"Rhode Island","all",2016,1053692
"Rhode Island","all",2017,1052778
"Rhode Island","all",2018,1054906
"Rhode Island","all",2019,1053727
"Rhode Island","all",2020,1093168
"Rhode Island","all",2021,1092207
"Rhode Island","all",2022,1096029
"Rhode Island","all",2023,1099852
"Rhode Island","0-24",2010,343367
"Rhode Island","0-24",2011,340621
"Rhode Island","0-24",2012,337882
"Rhode Island","0-24",2013,333616
"Rhode Island","0-24",2014,329912
"Rhode Island","0-24",2015,326215
"Rhode Island","0-24",2016,322956
"Rhode Island","0-24",2017,319084
"Rhode Island","0-24",2018,316023
"Rhode Island","0-24",2019,311872
"Rhode Island","0-24",2020,322729
"Rhode Island","0-24",2021,318608
"Rhode Island","0-24",2022,316357
"Rhode Island","0-24",2023,314106
"Rhode Island","25-44",2010,260983
"Rhode Island","25-44",2011,259119
"Rhode Island","25-44",2012,259139
"Rhode Island","25-44",2013,260003
"Rhode Island","25-44",2014,261432
"Rhode Island","25-44",2015,262359
"Rhode Island","25-44",2016,264001
"Rhode Island","25-44",2017,264964
"Rhode Island","25-44",2018,268394
"Rhode Island","25-44",2019,270467
"Rhode Island","25-44",2020,283185
"Rhode Island","25-44",2021,286319
"Rhode Island","25-44",2022,288622
"Rhode Island","25-44",2023,290926
"Rhode Island","45-64",2010,293384
"Rhode Island","45-64",2011,295806
"Rhode Island","45-64",2012,294825
"Rhode Island","45-64",2013,294816
"Rhode Island","45-64",2014,294532
"Rhode Island","45-64",2015,294392
"Rhode Island","45-64",2016,293176
"Rhode Island","45-64",2017,291123
"Rhode Island","45-64",2018,288271
"Rhode Island","45-64",2019,284231
"Rhode Island","45-64",2020,293395
"Rhode Island","45-64",2021,288489
"Rhode Island","45-64",2022,288044
"Rhode Island","45-64",2023,287599
"Rhode Island","65-74",2010,74402
"Rhode Island","65-74",2011,76599
"Rhode Island","65-74",2012,82023
"Rhode Island","65-74",2013,85913
"Rhode Island","65-74",2014,89778
"Rhode Island","65-74",2015,93343
"Rhode Island","65-74",2016,96927
"Rhode Island","65-74",2017,100144
"Rhode Island","65-74",2018,102844
"Rhode Island","65-74",2019,106373
"Rhode Island","65-74",2020,114041
"Rhode Island","65-74",2021,118373
"Rhode Island","65-74",2022,122370
"Rhode Island","65-74",2023,126368
"Rhode Island","75-84",2010,50984
"Rhode Island","75-84",2011,49861
"Rhode Island","75-84",2012,49145
"Rhode Island","75-84",2013,48604
"Rhode Island","75-84",2014,48292
"Rhode Island","75-84",2015,48026
"Rhode Island","75-84",2016,48405
"Rhode Island","75-84",2017,49517
"Rhode Island","75-84",2018,51764
"Rhode Island","75-84",2019,53477
"Rhode Island","75-84",2020,54711
"Rhode Island","75-84",2021,56012
"Rhode Island","75-84",2022,56469
"Rhode Island","75-84",2023,56926
"Rhode Island","85+",2010,27040
"Rhode Island","85+",2011,27339
"Rhode Island","85+",2012,27933
"Rhode Island","85+",2013,28433
"Rhode Island","85+",2014,28532
"Rhode Island","85+",2015,28310
"Rhode Island","85+",2016,28227
"Rhode Island","85+",2017,27946
"Rhode Island","85+",2018,27610
"Rhode Island","85+",2019,27307
"Rhode Island","85+",2020,25107
"Rhode Island","85+",2021,24406
"Rhode Island","85+",2022,24167
"Rhode Island","85+",2023,23927
"South Carolina","all",2010,4594803
"South Carolina","all",2011,4628710
"South Carolina","all",2012,4675404
"South Carolina","all",2013,4725622
"South Carolina","all",2014,4784503
"South Carolina","all",2015,4855091
"South Carolina","all",2016,4923577
"South Carolina","all",2017,4987939
"South Carolina","all",2018,5049976
"South Carolina","all",2019,5115977
"South Carolina","all",2020,5094392
"South Carolina","all",2021,5154037
"South Carolina","all",2022,5204876
"South Carolina","all",2023,5255716
"South Carolina","0-24",2010,1538042
"South Carolina","0-24",2011,1537947
"South Carolina","0-24",2012,1543123
"South Carolina","0-24",2013,1545643
"South Carolina","0-24",2014,1547502
"South Carolina","0-24",2015,1549807
"South Carolina","0-24",2016,1551974
"South Carolina","0-24",2017,1553840
"South Carolina","0-24",2018,1554488
"South Carolina","0-24",2019,1559828
"South Carolina","0-24",2020,1556195
"South Carolina","0-24",2021,1564751
"South Carolina","0-24",2022,1567179
"South Carolina","0-24",2023,1569607
"South Carolina","25-44",2010,1173477
"South Carolina","25-44",2011,1169437
"South Carolina","25-44",2012,1173817
"South Carolina","25-44",2013,1184907
"South Carolina","25-44",2014,1198953
"South Carolina","25-44",2015,1218647
"South Carolina","25-44",2016,1235122
"South Carolina","25-44",2017,1252113
"South Carolina","25-44",2018,1269621
"South Carolina","25-44",2019,1288126
"South Carolina","25-44",2020,1277939
"South Carolina","25-44",2021,1294670
"South Carolina","25-44",2022,1305688
"South Carolina","25-44",2023,1316705
"South Carolina","45-64",2010,1246069
"South Carolina","45-64",2011,1262709
"South Carolina","45-64",2012,1262594
"South Carolina","45-64",2013,1267367
"South Carolina","45-64",2014,1276831
"South Carolina","45-64",2015,1291648
"South Carolina","45-64",2016,1306146
"South Carolina","45-64",2017,1316873
"South Carolina","45-64",2018,1325080
"South Carolina","45-64",2019,1329649
"South Carolina","45-64",2020,1325019
"South Carolina","45-64",2021,1328217
"South Carolina","45-64",2022,1335685
"South Carolina","45-64",2023,1343153
"South Carolina","65-74",2010,372456
"South Carolina","65-74",2011,386999
"South Carolina","65-74",2012,417129
"South Carolina","65-74",2013,441598
"South Carolina","65-74",2014,466034
"South Carolina","65-74",2015,489668
"South Carolina","65-74",2016,512527
"South Carolina","65-74",2017,533614
"South Carolina","65-74",2018,550662
"South Carolina","65-74",2019,571114
"South Carolina","65-74",2020,580351
"South Carolina","65-74",2021,600896
"South Carolina","65-74",2022,621663
"South Carolina","65-74",2023,642431
"South Carolina","75-84",2010,193300
"South Carolina","75-84",2011,198062
"South Carolina","75-84",2012,202843
"South Carolina","75-84",2013,208313
"South Carolina","75-84",2014,215247
"South Carolina","75-84",2015,223424
"South Carolina","75-84",2016,233531
"South Carolina","75-84",2017,244897
"South Carolina","75-84",2018,261306
"South Carolina","75-84",2019,275721
"South Carolina","75-84",2020,271695
"South Carolina","75-84",2021,281831
"South Carolina","75-84",2022,289879
"South Carolina","75-84",2023,297928
"South Carolina","85+",2010,71459
"South Carolina","85+",2011,73556
"South Carolina","85+",2012,75898
"South Carolina","85+",2013,77794
"South Carolina","85+",2014,79936
"South Carolina","85+",2015,81897
"South Carolina","85+",2016,84277
"South Carolina","85+",2017,86602
"South Carolina","85+",2018,88819
"South Carolina","85+",2019,91539
"South Carolina","85+",2020,83193
"South Carolina","85+",2021,83672
"South Carolina","85+",2022,84782
"South Carolina","85+",2023,85893
"South Dakota","all",2010,812418
"South Dakota","all",2011,819784
"South Dakota","all",2012,829895
"South Dakota","all",2013,839182
"South Dakota","all",2014,846107
"South Dakota","all",2015,851609
"South Dakota","all",2016,860182
"South Dakota","all",2017,870251
"South Dakota","all",2018,875923
"South Dakota","all",2019,883664
"South Dakota","all",2020,883918
"South Dakota","all",2021,892187
"South Dakota","all",2022,899439
"South Dakota","all",2023,906690
"South Dakota","0-24",2010,283683
"South Dakota","0-24",2011,285721
"South Dakota","0-24",2012,288510
"South Dakota","0-24",2013,291364
"South Dakota","0-24",2014,293155
"South Dakota","0-24",2015,294370
"South Dakota","0-24",2016,296731
"South Dakota","0-24",2017,298980
"South Dakota","0-24",2018,299107
"South Dakota","0-24",2019,299958
"South Dakota","0-24",2020,300946
"South Dakota","0-24",2021,302416
"South Dakota","0-24",2022,304119
"South Dakota","0-24",2023,305822
"South Dakota","25-44",2010,196773
"South Dakota","25-44",2011,198784
"South Dakota","25-44",2012,201850
"South Dakota","25-44",2013,204485
"South Dakota","25-44",2014,206110
"South Dakota","25-44",2015,207382
"South Dakota","25-44",2016,209986
"South Dakota","25-44",2017,214558
"South Dakota","25-44",2018,216807
"South Dakota","25-44",2019,219753
"South Dakota","25-44",2020,219768
"South Dakota","25-44",2021,222919
"South Dakota","25-44",2022,225296
"South Dakota","25-44",2023,227673
"South Dakota","45-64",2010,215155
"South Dakota","45-64",2011,217565
"South Dakota","45-64",2012,218633
"South Dakota","45-64",2013,218952
"South Dakota","45-64",2014,218476
"South Dakota","45-64",2015,217495
"South Dakota","45-64",2016,216822
"South Dakota","45-64",2017,215644
"South Dakota","45-64",2018,213938
"South Dakota","45-64",2019,212159
"South Dakota","45-64",2020,211511
"South Dakota","45-64",2021,210434
"South Dakota","45-64",2022,210005
"South Dakota","45-64",2023,209576
"South Dakota","65-74",2010,57803
"South Dakota","65-74",2011,58555
"South Dakota","65-74",2012,61836
"South Dakota","65-74",2013,65217
"South Dakota","65-74",2014,68824
"South Dakota","65-74",2015,72695
"South Dakota","65-74",2016,76878
"South Dakota","65-74",2017,80922
"South Dakota","65-74",2018,84760
"South Dakota","65-74",2019,89385
"South Dakota","65-74",2020,93019
"South Dakota","65-74",2021,97689
"South Dakota","65-74",2022,101315
"South Dakota","65-74",2023,104941
"South Dakota","75-84",2010,39677
"South Dakota","75-84",2011,39532
"South Dakota","75-84",2012,39242
"South Dakota","75-84",2013,39138
"South Dakota","75-84",2014,39026
"South Dakota","75-84",2015,38927
"South Dakota","75-84",2016,38882
"South Dakota","75-84",2017,39225
"South Dakota","75-84",2018,40383
"South Dakota","75-84",2019,41507
"South Dakota","75-84",2020,40095
"South Dakota","75-84",2021,40563
"South Dakota","75-84",2022,40644
"South Dakota","75-84",2023,40724
"South Dakota","85+",2010,19327
"South Dakota","85+",2011,19627
"South Dakota","85+",2012,19824
"South Dakota","85+",2013,20026
"South Dakota","85+",2014,20516
"South Dakota","85+",2015,20740
"South Dakota","85+",2016,20883
"South Dakota","85+",2017,20922
"South Dakota","85+",2018,20928
"South Dakota","85+",2019,20902
"South Dakota","85+",2020,18579
"South Dakota","85+",2021,18166
"South Dakota","85+",2022,18060
"South Dakota","85+",2023,17955
"Tennessee","all",2010,6336722
"Tennessee","all",2011,6379576
"Tennessee","all",2012,6431248
"Tennessee","all",2013,6476042
"Tennessee","all",2014,6522970
"Tennessee","all",2015,6573472
"Tennessee","all",2016,6630710
"Tennessee","all",2017,6694752
"Tennessee","all",2018,6757828
"Tennessee","all",2019,6809974
"Tennessee","all",2020,6899774
"Tennessee","all",2021,6954278
"Tennessee","all",2022,7010419
"Tennessee","all",2023,7066561
"Tennessee","0-24",2010,2097159
"Tennessee","0-24",2011,2101589
"Tennessee","0-24",2012,2111756
"Tennessee","0-24",2013,2116313
"Tennessee","0-24",2014,2116486
"Tennessee","0-24",2015,2114008
"Tennessee","0-24",2016,2111778
"Tennessee","0-24",2017,2113688
"Tennessee","0-24",2018,2118436
"Tennessee","0-24",2019,2116451
"Tennessee","0-24",2020,2145009
"Tennessee","0-24",2021,2149769
"Tennessee","0-24",2022,2154552
"Tennessee","0-24",2023,2159334
"Tennessee","25-44",2010,1665118
"Tennessee","25-44",2011,1664460
"Tennessee","25-44",2012,1669617
"Tennessee","25-44",2013,1677915
"Tennessee","25-44",2014,1687782
"Tennessee","25-44",2015,1699612
"Tennessee","25-44",2016,1716255
"Tennessee","25-44",2017,1740457
"Tennessee","25-44",2018,1764402
"Tennessee","25-44",2019,1785693
"Tennessee","25-44",2020,1810757
"Tennessee","25-44",2021,1833920
"Tennessee","25-44",2022,1849266
"Tennessee","25-44",2023,1864611
"Tennessee","45-64",2010,1716106
"Tennessee","45-64",2011,1736134
"Tennessee","45-64",2012,1732664
"Tennessee","45-64",2013,1731516
"Tennessee","45-64",2014,1735531
"Tennessee","45-64",2015,1746445
"Tennessee","45-64",2016,1757969
"Tennessee","45-64",2017,1765466
"Tennessee","45-64",2018,1767448
"Tennessee","45-64",2019,1763949
"Tennessee","45-64",2020,1789710
"Tennessee","45-64",2021,1785317
"Tennessee","45-64",2022,1791609
"Tennessee","45-64",2023,1797901
"Tennessee","65-74",2010,489845
"Tennessee","65-74",2011,501947
"Tennessee","65-74",2012,535351
"Tennessee","65-74",2013,560988
"Tennessee","65-74",2014,584855
"Tennessee","65-74",2015,605852
"Tennessee","65-74",2016,626578
"Tennessee","65-74",2017,644876
"Tennessee","65-74",2018,660472
"Tennessee","65-74",2019,681625
"Tennessee","65-74",2020,704840
"Tennessee","65-74",2021,728268
"Tennessee","65-74",2022,749943
"Tennessee","65-74",2023,771618
"Tennessee","75-84",2010,267653
"Tennessee","75-84",2011,272138
"Tennessee","75-84",2012,275910
"Tennessee","75-84",2013,281009
"Tennessee","75-84",2014,287416
"Tennessee","75-84",2015,293906
"Tennessee","75-84",2016,301857
"Tennessee","75-84",2017,311650
"Tennessee","75-84",2018,326764
"Tennessee","75-84",2019,340269
"Tennessee","75-84",2020,337595
"Tennessee","75-84",2021,345555
"Tennessee","75-84",2022,352637
"Tennessee","75-84",2023,359719
"Tennessee","85+",2010,100841
"Tennessee","85+",2011,103308
"Tennessee","85+",2012,105950
"Tennessee","85+",2013,108301
"Tennessee","85+",2014,110900
"Tennessee","85+",2015,113649
"Tennessee","85+",2016,116273
"Tennessee","85+",2017,118615
"Tennessee","85+",2018,120306
"Tennessee","85+",2019,121987
"Tennessee","85+",2020,111863
"Tennessee","85+",2021,111449
"Tennessee","85+",2022,112413
"Tennessee","85+",2023,113378
"Texas","all",2010,25114454
"Texas","all",2011,25530687
"Texas","all",2012,25949650
"Texas","all",2013,26354959
"Texas","all",2014,26838147
"Texas","all",2015,27350449
"Texas","all",2016,27798449
"Texas","all",2017,28175259
"Texas","all",2018,28510204
"Texas","all",2019,28872456
"Texas","all",2020,29099390
"Texas","all",2021,29408883
"Texas","all",2022,29799286
"Texas","all",2023,30189688
"Texas","0-24",2010,9415410
"Texas","0-24",2011,9519929
"Texas","0-24",2012,9625989
"Texas","0-24",2013,9727472
"Texas","0-24",2014,9852863
"Texas","0-24",2015,9969557
"Texas","0-24",2016,10047705
"Texas","0-24",2017,10092367
"Texas","0-24",2018,10125022
"Texas","0-24",2019,10174667
"Texas","0-24",2020,10246657
"Texas","0-24",2021,10276992
"Texas","0-24",2022,10355318
"Texas","0-24",2023,10433643
"Texas","25-44",2010,7020989
"Texas","25-44",2011,7131114
"Texas","25-44",2012,7240605
"Texas","25-44",2013,7357390
"Texas","25-44",2014,7502158
"Texas","25-44",2015,7662421
"Texas","25-44",2016,7800731
"Texas","25-44",2017,7925561
"Texas","25-44",2018,8036985
"Texas","25-44",2019,8158891
"Texas","25-44",2020,8207481
"Texas","25-44",2021,8312639
"Texas","25-44",2022,8430062
"Texas","25-44",2023,8547484
"Texas","45-64",2010,6057352
"Texas","45-64",2011,6177928
"Texas","45-64",2012,6244565
"Texas","45-64",2013,6313375
"Texas","45-64",2014,6404220
"Texas","45-64",2015,6516592
"Texas","45-64",2016,6621907
"Texas","45-64",2017,6701386
"Texas","45-64",2018,6758456
"Texas","45-64",2019,6812385
"Texas","45-64",2020,6899189
"Texas","45-64",2021,6943268
"Texas","45-64",2022,7023806
"Texas","45-64",2023,7104344
"Texas","65-74",2010,1484099
"Texas","65-74",2011,1537056
"Texas","65-74",2012,1644980
"Texas","65-74",2013,1735006
"Texas","65-74",2014,1824101
"Texas","65-74",2015,1911994
"Texas","65-74",2016,1997384
"Texas","65-74",2017,2081015
"Texas","65-74",2018,2158159
"Texas","65-74",2019,2243843
"Texas","65-74",2020,2313707
"Texas","65-74",2021,2408573
"Texas","65-74",2022,2492616
"Texas","65-74",2023,2576659
"Texas","75-84",2010,827984
"Texas","75-84",2011,844119
"Texas","75-84",2012,860330
"Texas","75-84",2013,878848
"Texas","75-84",2014,899781
"Texas","75-84",2015,921970
"Texas","75-84",2016,951119
"Texas","75-84",2017,984884
"Texas","75-84",2018,1032428
"Texas","75-84",2019,1077556
"Texas","75-84",2020,1062958
"Texas","75-84",2021,1097502
"Texas","75-84",2022,1122004
"Texas","75-84",2023,1146505
"Texas","85+",2010,308620
"Texas","85+",2011,320541
"Texas","85+",2012,333181
"Texas","85+",2013,342868
"Texas","85+",2014,355024
"Texas","85+",2015,367915
"Texas","85+",2016,379603
"Texas","85+",2017,390046
"Texas","85+",2018,399154
"Texas","85+",2019,405114
"Texas","85+",2020,369398
"Texas","85+",2021,369909
"Texas","85+",2022,375481
"Texas","85+",2023,381052
"United States","all",2010,308091904
"United States","all",2011,310365831
"United States","all",2012,312637503
"United States","all",2013,314817379
"United States","all",2014,317160398
"United States","all",2015,319542480
"United States","all",2016,321869270
"United States","all",2017,323931513
"United States","all",2018,325651278
"United States","all",2019,327143032
"United States","all",2020,330405064
"United States","all",2021,330784232
"United States","all",2022,332847171
"United States","all",2023,334910110
"United States","0-24",2010,104449537
"United States","0-24",2011,104580344
"United States","0-24",2012,104674250
"United States","0-24",2013,104668261
"United States","0-24",2014,104607553
"United States","0-24",2015,104387438
"United States","0-24",2016,104099046
"United States","0-24",2017,103742244
"United States","0-24",2018,103344198
"United States","0-24",2019,102886237
"United States","0-24",2020,103882705
"United States","0-24",2021,103235007
"United States","0-24",2022,103124595
"United States","0-24",2023,103014183
"United States","25-44",2010,81466192
"United States","25-44",2011,81708161
"United States","25-44",2012,82067045
"United States","25-44",2013,82555871
"United States","25-44",2014,83145219
"United States","25-44",2015,83804537
"United States","25-44",2016,84531663
"United States","25-44",2017,85394819
"United States","25-44",2018,86224144
"United States","25-44",2019,86991121
"United States","25-44",2020,87950395
"United States","25-44",2021,88252820
"United States","25-44",2022,88869786
"United States","25-44",2023,89486752
"United States","45-64",2010,81697926
"United States","45-64",2011,82726435
"United States","45-64",2012,82763998
"United States","45-64",2013,82960910
"United States","45-64",2014,83246621
"United States","45-64",2015,83694635
"United States","45-64",2016,84030082
"United States","45-64",2017,84036811
"United States","45-64",2018,83728331
"United States","45-64",2019,83228939
"United States","45-64",2020,84133668
